episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,-1.8984528170526072,-5.96470883036505,-8.773413005427628,-1.1764005571603775,2.257855959236622,[-1.1764005571603775, 2.257855959236622],0.0,False,True,0.2915016965963124,0,48.06927451701628,7.979,prepare,0.0
0,2.0,-1.898792623665526,-5.964625434797248,-8.76711545838399,-1.2241590768098831,2.2509465888142586,[-1.2241590768098831, 2.2509465888142586],1.0,False,True,0.29077659536235073,0,48.06927451701628,8.042,in_progress,0.0
0,3.0,-1.8888210302565593,-5.963973141072267,-8.26503663296296,-4.781285226345062,2.306020610034466,[-4.781285226345062, 2.306020610034466],1.0,False,True,0.3110710833031206,0,48.06927451701628,8.108,in_progress,0.0
0,4.0,-1.8642114229618525,-5.967410369612295,-8.29858066845008,-7.485858500003815,2.39663577824831,[-7.485858500003815, 2.39663577824831],1.0,False,True,0.3627588318229715,1,48.06927451701628,8.177,in_progress,0.0
0,5.0,-1.8223228662052802,-5.976717204397537,-9.06262473702079,-1.8558941781520844,2.4123737569898367,[-1.8558941781520844, 2.4123737569898367],1.0,False,True,0.45183442690395054,1,48.06927451701628,8.245,in_progress,0.0
0,6.0,-1.7665685131291244,-5.990434030169723,-10.173111316209997,-0.48139672726392746,2.473381861113012,[-0.48139672726392746, 2.473381861113012],1.0,False,True,0.570817303653418,1,48.06927451701628,8.309,in_progress,0.0
0,7.0,-1.6975298879020966,-6.0051619874948825,-10.705564411647448,7.121901512145996,2.0973738729953766,[7.121901512145996, 2.0973738729953766],1.0,False,True,0.7175062463935612,1,48.06927451701628,8.379,in_progress,0.0
0,8.0,-1.605375425919325,-6.018340102640867,-9.830849295606246,3.029654547572136,2.296559765934944,[3.029654547572136, 2.296559765934944],1.0,False,True,0.9111468269168643,1,48.06927451701628,8.443,in_progress,0.0
0,9.0,-1.5078587466027067,-6.032516722507416,-9.272392551614084,0.2985245827585459,2.3816150948405266,[0.2985245827585459, 2.3816150948405266],1.0,False,True,1.1161301548803308,2,48.06927451701628,8.512,in_progress,0.0
0,10.0,-1.3942256940598368,-6.053151205408525,-9.780403124895033,2.927851304411888,2.2778524085879326,[2.927851304411888, 2.2778524085879326],1.0,False,True,1.3564121276069045,2,48.06927451701628,8.581,in_progress,0.0
0,11.0,-1.266665732221569,-6.072810078213885,-9.324443522601815,2.4383901804685593,2.2008648067712784,[2.4383901804685593, 2.2008648067712784],1.0,False,True,1.624902409504465,3,48.06927451701628,8.643,in_progress,0.0
0,12.0,-1.132632136147225,-6.091148962436064,-8.617133523830445,-2.4697358161211014,2.5178337953984737,[-2.4697358161211014, 2.5178337953984737],1.0,False,True,1.9062847035443382,3,48.06927451701628,8.711,in_progress,0.0
0,13.0,-0.9895288891136091,-6.114790456311802,-9.127677372177738,-1.3089709728956223,2.3048479706048965,[-1.3089709728956223, 2.3048479706048965],1.0,False,True,2.2080214122378314,4,48.06927451701628,8.776,in_progress,0.0
0,14.0,-0.838318023803522,-6.139795784823987,-9.328956552476724,-2.3830533027648926,2.4078654665499926,[-2.3830533027648926, 2.4078654665499926],1.0,False,True,2.5268709024395113,4,48.06927451701628,8.843,in_progress,0.0
0,15.0,-0.6882973796627068,-6.167858167854277,-10.01294846305598,0.7969209551811218,2.352059006690979,[0.7969209551811218, 2.352059006690979],1.0,False,True,2.8443255070835303,5,48.06927451701628,8.908,in_progress,0.0
0,16.0,-0.5375763970873998,-6.1973238930966446,-10.503326771199555,1.1656305938959122,2.4850749443285167,[1.1656305938959122, 2.4850749443285167],1.0,False,True,3.1637343637274307,5,48.06927451701628,8.976,in_progress,0.0
0,17.0,-0.3760883673408225,-6.224564102534146,-10.069122427778039,3.298589363694191,2.2418535202741623,[3.298589363694191, 2.2418535202741623],1.0,False,True,3.5044285884928015,6,48.06927451701628,9.042,in_progress,0.0
0,18.0,-0.22217806105862067,-6.244406360455436,-8.58564878732951,-3.940509259700775,2.574310975149274,[-3.940509259700775, 2.574310975149274],1.0,False,True,3.82705213879748,6,48.06927451701628,9.11,in_progress,0.0
0,19.0,-0.050146784487589496,-6.264112897183177,-7.502840854262968,-11.071402430534363,2.2448967546224594,[-11.071402430534363, 2.2448967546224594],1.0,False,True,4.18661594203794,7,48.06927451701628,9.176,in_progress,0.0
0,20.0,0.10971970439636844,-6.288616911135459,-8.246200328344672,-9.760505855083466,1.9991008192300797,[-9.760505855083466, 1.9991008192300797],1.0,False,True,4.522588367594467,7,48.06927451701628,9.241,in_progress,0.0
0,21.0,0.25839718318235894,-6.314931065354751,-9.189495727846202,-12.105094492435455,2.4338048584759235,[-12.105094492435455, 2.4338048584759235],1.0,False,True,4.836645980450571,8,48.06927451701628,9.31,in_progress,0.0
0,22.0,0.417595638748534,-6.35029821131061,-11.134983876497135,-10.697178840637207,2.1281728297472,[-10.697178840637207, 2.1281728297472],1.0,False,True,5.175276466040174,8,48.06927451701628,9.378,in_progress,0.0
0,23.0,0.570209953957073,-6.393335998061332,-13.59144748068358,-6.832846999168396,2.470534721389413,[-6.832846999168396, 2.470534721389413],1.0,False,True,5.50458299374697,9,48.06927451701628,9.444,in_progress,0.0
0,24.0,0.7246348096778605,-6.439139725837532,-15.256406150639318,6.56227245926857,2.055649161338806,[6.56227245926857, 2.055649161338806],1.0,False,True,5.839181084055118,9,48.06927451701628,9.506,in_progress,0.0
0,25.0,0.8693256812683727,-6.479054759846348,-15.349090810470042,10.692392885684967,2.4047859385609627,[10.692392885684967, 2.4047859385609627],1.0,False,True,6.151268981568587,10,48.06927451701628,9.574,in_progress,0.0
0,26.0,1.0214456725475427,-6.516760547244789,-14.609200236765579,19.23506498336792,1.9713128209114075,[19.23506498336792, 1.9713128209114075],1.0,False,True,6.477727619348427,10,48.06927451701628,9.642,in_progress,0.0
0,27.0,1.1664948077167971,-6.541086089558035,-11.983453430338853,6.816031336784363,2.3062262013554573,[6.816031336784363, 2.3062262013554573],1.0,False,True,6.782536527254359,11,48.06927451701628,9.712,in_progress,0.0
0,28.0,1.3146301549829393,-6.554651117146688,-8.538710916144213,5.723901987075806,1.8590681850910187,[5.723901987075806, 1.8590681850910187],1.0,False,True,7.089788184782879,11,48.06927451701628,9.777,in_progress,0.0
0,29.0,1.4532426715775628,-6.561901817012631,-5.775863444334049,-2.47331902384758,2.0667532831430435,[-2.47331902384758, 2.0667532831430435],1.0,False,True,7.37473481504895,12,48.06927451701628,9.842,in_progress,0.0
0,30.0,1.5930162498293579,-6.566701022590477,-4.024470793395722,4.794200956821442,2.0153514742851257,[4.794200956821442, 2.0153514742851257],1.0,False,True,7.682391265742529,12,48.06927451701628,9.908,in_progress,0.0
0,31.0,1.7341621227836457,-6.568363712085863,-2.261771326650769,4.512448310852051,2.1775147914886475,[4.512448310852051, 2.1775147914886475],1.0,False,True,7.975767809410756,13,48.06927451701628,9.976,in_progress,0.0
0,32.0,1.8755658984838175,-6.564251494769774,-0.4511017029913092,6.15081399679184,2.0818201899528503,[6.15081399679184, 2.0818201899528503],1.0,False,True,8.288383227456544,13,48.06927451701628,10.04,in_progress,0.0
0,33.0,2.010772862908808,-6.553726424444245,1.8610428284124472,8.325363099575043,2.3017668277025223,[8.325363099575043, 2.3017668277025223],1.0,False,True,8.570500479736339,14,48.06927451701628,10.111,in_progress,0.0
0,34.0,2.157135541898196,-6.532630510772194,5.199142349521026,5.277203768491745,2.231988377869129,[5.277203768491745, 2.231988377869129],1.0,False,True,8.896552361728666,14,48.06927451701628,10.176,in_progress,0.0
0,35.0,2.304854321315849,-6.499775751981595,8.982267071240134,8.641745746135712,2.350719690322876,[8.641745746135712, 2.350719690322876],1.0,False,True,9.211169427755452,15,48.06927451701628,10.243,in_progress,0.0
0,36.0,2.4509357327609185,-6.4577153505451035,12.657592844444872,6.924572288990021,2.2917530238628387,[6.924572288990021, 2.2917530238628387],1.0,False,True,9.55150760698311,15,48.06927451701628,10.308,in_progress,0.0
0,37.0,2.591715368815943,-6.4105546951826105,15.621249090653109,7.586900889873505,2.4356682393699884,[7.586900889873505, 2.4356682393699884],1.0,False,True,9.86035147971933,16,48.06927451701628,10.379,in_progress,0.0
0,38.0,2.7437252831304697,-6.351000312525846,18.816064196608412,13.25371652841568,2.3672192990779877,[13.25371652841568, 2.3672192990779877],1.0,False,True,10.22661809374133,16,48.06927451701628,10.445,in_progress,0.0
0,39.0,2.8824291247162175,-6.2844415116568335,22.418327072773387,4.352360218763351,2.3678010925650597,[4.352360218763351, 2.3678010925650597],1.0,False,True,10.546667170208444,17,48.06927451701628,10.514,in_progress,0.0
0,40.0,3.0273383628472574,-6.203029534155374,26.227285256371005,7.586357295513153,2.4702454088255763,[7.586357295513153, 2.4702454088255763],1.0,False,True,10.919857389730339,17,48.06927451701628,10.577,in_progress,0.0
0,41.0,3.1556268687842826,-6.119239664744545,29.853221450032013,3.094737231731415,2.2045092806220055,[3.094737231731415, 2.2045092806220055],1.0,False,True,11.23862139649004,18,48.06927451701628,10.646,in_progress,0.0
0,42.0,3.291174797506953,-6.018171900697764,33.75749910310172,-1.7679152637720108,2.2244539856910706,[-1.7679152637720108, 2.2244539856910706],1.0,False,True,11.612768749877024,18,48.06927451701628,10.709,in_progress,0.0
0,43.0,3.404497830381648,-5.923848479644465,36.88568846757303,0.5032956227660179,2.1751784309744835,[0.5032956227660179, 2.1751784309744835],1.0,False,True,11.919495989465053,19,48.06927451701628,10.778,in_progress,0.0
0,44.0,3.5200789530278214,-5.820606535503863,39.55962417354991,-5.385681241750717,2.1845835521817207,[-5.385681241750717, 2.1845835521817207],1.0,False,True,12.252665091026053,19,48.06927451701628,10.845,in_progress,0.0
0,45.0,3.62894939604325,-5.718847696625726,41.28010739211,-2.450232580304146,2.3323144167661667,[-2.450232580304146, 2.3323144167661667],1.0,False,True,12.562680597084091,20,48.06927451701628,10.906,in_progress,0.0
0,46.0,3.740587468212993,-5.608686628444575,43.00136944805895,-5.589822828769684,2.238808900117874,[-5.589822828769684, 2.238808900117874],1.0,False,True,12.896703815355862,21,48.06927451701628,10.978,in_progress,0.0
0,47.0,3.843874864569214,-5.504157786432924,44.177864350206704,-5.138913989067078,2.2840103581547737,[-5.138913989067078, 2.2840103581547737],1.0,False,True,13.202406437698375,21,48.06927451701628,11.04,in_progress,0.0
0,48.0,3.9517976085643505,-5.3955738270226234,44.59541203168845,-8.081875741481781,2.2424343526363373,[-8.081875741481781, 2.2424343526363373],1.0,False,True,13.530446115344963,22,48.06927451701628,11.115,in_progress,0.0
0,49.0,4.064322824796105,-5.286017579641541,44.33076606398265,-5.037291347980499,2.0943039506673813,[-5.037291347980499, 2.0943039506673813],1.0,False,True,13.862966837057064,22,48.06927451701628,11.178,in_progress,0.0
0,50.0,4.174711011498807,-5.1817657331781515,43.84304064842211,1.9499626010656357,2.5593376830220222,[1.9499626010656357, 2.5593376830220222],1.0,False,True,14.174915634227329,23,48.06927451701628,11.237,in_progress,0.0
0,51.0,4.282660473939502,-5.077084291183335,43.931222369334066,17.212888598442078,2.1757840514183044,[17.212888598442078, 2.1757840514183044],1.0,False,True,14.484789172024426,23,48.06927451701628,11.304,in_progress,0.0
0,52.0,4.391959630931866,-4.9590270402007155,45.86879377238766,17.34299898147583,2.4949417687021196,[17.34299898147583, 2.4949417687021196],1.0,False,True,14.817709554070719,24,48.06927451701628,11.376,in_progress,0.0
0,53.0,4.4914756547450985,-4.833566690203549,49.004686201913785,17.145330905914307,2.133229374885559,[17.145330905914307, 2.133229374885559],1.0,False,True,15.150240782940891,24,48.06927451701628,11.442,in_progress,0.0
0,54.0,4.578030030618747,-4.706349859337662,52.613272427107574,19.66058850288391,2.468860902823508,[19.66058850288391, 2.468860902823508],1.0,False,True,15.470272024747638,25,48.06927451701628,11.511,in_progress,0.0
0,55.0,4.6575187455118225,-4.570693945072124,56.39654933158206,17.92906165122986,2.298338159918785,[17.92906165122986, 2.298338159918785],1.0,False,True,15.797097467425928,25,48.06927451701628,11.577,in_progress,0.0
0,56.0,4.7307628814853935,-4.426291313917736,60.074971955806106,19.15058970451355,2.4502569139003754,[19.15058970451355, 2.4502569139003754],1.0,False,True,16.133072059883432,26,48.06927451701628,11.637,in_progress,0.0
0,57.0,4.793982616898717,-4.27648120278403,63.97563604203292,8.223964869976044,2.448264803737402,[8.223964869976044, 2.448264803737402],1.0,False,True,16.4792066002958,26,48.06927451701628,11.709,in_progress,0.0
0,58.0,4.846530535260083,-4.128319995371673,67.40367598671705,18.726353645324707,2.094260275363922,[18.726353645324707, 2.094260275363922],1.0,False,True,16.80589657450134,27,48.06927451701628,11.776,in_progress,0.0
0,59.0,4.888257875391937,-3.979705938516168,71.15542240455919,10.589479207992554,2.388236865401268,[10.589479207992554, 2.388236865401268],1.0,False,True,17.14312456667574,27,48.06927451701628,11.845,in_progress,0.0
0,60.0,4.919174551900827,-3.8352012261964856,74.57431683240354,20.77184021472931,1.9592821300029755,[20.77184021472931, 1.9592821300029755],1.0,False,True,17.45054409256399,28,48.06927451701628,11.908,in_progress,0.0
0,61.0,4.9386526368603745,-3.6901346717826486,78.62787511597149,11.801146566867828,2.334636427462101,[11.801146566867828, 2.334636427462101],1.0,False,True,17.769603431051898,28,48.06927451701628,11.978,in_progress,0.0
0,62.0,4.948672793772238,-3.5536387751780145,82.07530956851542,21.541505455970764,1.9147659093141556,[21.541505455970764, 1.9147659093141556],1.0,False,True,18.05424278657538,29,48.06927451701628,12.045,in_progress,0.0
0,63.0,4.949489007314188,-3.4009088676715407,86.11102928441993,13.319022059440613,2.037172317504883,[13.319022059440613, 2.037172317504883],1.0,False,True,18.382477503195574,29,48.06927451701628,12.106,in_progress,0.0
0,64.0,4.941710619871239,-3.2675065400376204,89.44184738772522,20.504368543624878,1.6302965879440308,[20.504368543624878, 1.6302965879440308],1.0,False,True,18.66040161759215,30,48.06927451701628,12.177,in_progress,0.0
0,65.0,4.923506311837534,-3.1348756887766847,93.53357552094091,14.186827540397644,1.5296943485736847,[14.186827540397644, 1.5296943485736847],1.0,False,True,18.944868908727567,30,48.06927451701628,12.235,in_progress,0.0
0,66.0,4.895656523245066,-3.0168844439338165,98.11163904330826,-8.188879787921906,2.3893110901117325,[-8.188879787921906, 2.3893110901117325],1.0,False,True,19.19641957675507,31,48.06927451701628,12.309,in_progress,0.0
0,67.0,4.852036992239617,-2.884104528599064,102.99732695757027,0.755450651049614,2.4053597413003445,[0.755450651049614, 2.4053597413003445],1.0,False,True,19.48356113671777,31,48.06927451701628,12.38,in_progress,0.0
0,68.0,4.800948160513647,-2.7646892267955177,107.65972056351129,-9.127289056777954,1.7951507866382599,[-9.127289056777954, 1.7951507866382599],1.0,False,True,19.75310584337723,31,48.06927451701628,12.441,in_progress,0.0
0,69.0,4.738816114295286,-2.6438796020502595,112.41676460758009,-14.398245513439178,2.0528497397899628,[-14.398245513439178, 2.0528497397899628],0.5,False,True,20.024803610669125,32,48.06927451701628,12.509,in_progress,0.0
0,70.0,4.677260513863955,-2.5309807192724003,115.2207493181037,-12.88880467414856,2.1300333440303802,[-12.88880467414856, 2.1300333440303802],0.5,False,True,20.307654157930997,32,48.06927451701628,12.577,in_progress,0.0
0,71.0,4.610704189474549,-2.412380612651886,116.99180615366814,-12.216027975082397,2.509006184525788,[-12.216027975082397, 2.509006184525788],0.5,False,True,20.582714038792542,33,48.06927451701628,12.635,in_progress,0.0
0,72.0,4.538857878877633,-2.2878395869419226,118.42483234294454,-15.539962649345398,1.7460313141345978,[-15.539962649345398, 1.7460313141345978],0.5,False,True,20.862268299358508,33,48.06927451701628,12.711,in_progress,0.0
0,73.0,4.4720057566463005,-2.163856026107457,118.51486877373493,-15.462666749954224,1.7202560901641846,[-15.462666749954224, 1.7202560901641846],0.5,False,True,21.14683556803425,34,48.06927451701628,12.765,in_progress,0.0
0,74.0,4.415506441636702,-2.0422275786510857,116.8027099623782,-18.450218439102173,1.5919308066368103,[-18.450218439102173, 1.5919308066368103],0.1,False,True,21.397741367968532,34,48.06927451701628,12.84,in_progress,0.0
0,75.0,4.368770908365292,-1.9255672269458826,114.60609621126652,-19.856868982315063,1.3857087194919586,[-19.856868982315063, 1.3857087194919586],0.1,False,True,21.65557557574756,34,48.06927451701628,12.911,in_progress,0.0
0,76.0,4.332909442380378,-1.8153099332565323,111.83948643693383,-18.864305019378662,1.3529574275016785,[-18.864305019378662, 1.3529574275016785],0.1,False,True,21.895575537303994,35,48.06927451701628,12.975,in_progress,0.0
0,77.0,4.303822832038456,-1.703979089323403,108.84931330907058,-16.212869882583618,1.3920005559921265,[-16.212869882583618, 1.3920005559921265],0.1,False,True,22.12377952031227,35,48.06927451701628,13.041,in_progress,0.0
0,78.0,4.284661169178245,-1.6043901194963222,105.83270230125784,-11.67331874370575,1.6616486608982086,[-11.67331874370575, 1.6616486608982086],0.1,False,True,22.33474989692347,36,48.06927451701628,13.107,in_progress,0.0
0,79.0,4.272590655596477,-1.4944428319174212,101.87998784257454,-8.37495893239975,1.9769085347652435,[-8.37495893239975, 1.9769085347652435],0.1,False,True,22.56393417567862,36,48.06927451701628,13.177,in_progress,0.0
0,80.0,4.267175898213116,-1.383107640732381,98.08212503214882,-11.26018613576889,1.5874257683753967,[-11.26018613576889, 1.5874257683753967],0.1,False,True,22.75487596163903,36,48.06927451701628,13.245,in_progress,0.0
0,81.0,4.2682701589227054,-1.273209036830455,94.6467827706709,-16.43122673034668,1.4008371829986572,[-16.43122673034668, 1.4008371829986572],0.1,False,True,22.98101684312115,37,48.06927451701628,13.308,in_progress,0.0
0,82.0,4.2767589957118215,-1.1721660492041421,91.11535292052064,-15.24903416633606,1.9340746849775314,[-15.24903416633606, 1.9340746849775314],0.1,False,True,23.186794893709926,37,48.06927451701628,13.365,in_progress,0.0
0,83.0,4.295134576069147,-1.0607440215293453,86.6735251769984,-12.861329019069672,2.414040269330144,[-12.861329019069672, 2.414040269330144],0.5,False,True,23.329781739658475,37,48.06927451701628,13.44,in_progress,0.0
0,84.0,4.327820528156639,-0.9354371893905563,81.38067860163353,-8.96746426820755,2.0146821290254593,[-8.96746426820755, 2.0146821290254593],0.5,False,True,23.592166690049197,38,48.06927451701628,13.506,in_progress,0.0
0,85.0,4.36605587162007,-0.8185248326136877,77.1694409027968,-12.56421446800232,1.9858410954475403,[-12.56421446800232, 1.9858410954475403],0.5,False,True,23.83739941106446,38,48.06927451701628,13.578,in_progress,0.0
0,86.0,4.414839605835221,-0.6942142594989319,73.0822885292948,-14.621049463748932,1.9991620182991028,[-14.621049463748932, 1.9991620182991028],0.5,False,True,24.04484793966823,38,48.06927451701628,13.638,in_progress,0.0
0,87.0,4.471311260519468,-0.5812584975895061,68.7204456688908,-12.670784890651703,1.6386840343475342,[-12.670784890651703, 1.6386840343475342],0.5,False,True,24.299269322766616,39,48.06927451701628,13.71,in_progress,0.0
0,88.0,4.5339107665798855,-0.47483959592496383,64.69219976022897,-6.633469462394714,2.1255395263433456,[-6.633469462394714, 2.1255395263433456],1.0,False,True,24.52726249535438,39,48.06927451701628,13.776,in_progress,0.0
0,89.0,4.606324470094553,-0.36737751502152516,60.72167104665177,-14.287480115890503,2.0038884729146957,[-14.287480115890503, 2.0038884729146957],1.0,False,True,24.780751452588255,39,48.06927451701628,13.834,in_progress,0.0
0,90.0,4.687134484012533,-0.26486839106031007,56.592098729088775,-2.396044358611107,2.3755647465586662,[-2.396044358611107, 2.3755647465586662],1.0,False,True,25.040315698494574,40,48.06927451701628,13.912,in_progress,0.0
0,91.0,4.7785513052661,-0.16436473123758538,52.32041585247999,3.5808035731315613,2.3304706886410713,[3.5808035731315613, 2.3304706886410713],1.0,False,True,25.314205949462604,40,48.06927451701628,13.977,in_progress,0.0
0,92.0,4.87808426844434,-0.06388741887608713,48.83693616638445,-3.075834810733795,2.5705770552158356,[-3.075834810733795, 2.5705770552158356],1.0,False,True,25.598037744060292,41,48.06927451701628,14.046,in_progress,0.0
0,93.0,4.987754922932102,0.03748899935470527,45.5917110622122,5.357916355133057,2.4482555501163006,[5.357916355133057, 2.4482555501163006],1.0,False,True,25.92363660348947,41,48.06927451701628,14.104,in_progress,0.0
0,94.0,5.106670687163107,0.13863316698682343,42.77329996755499,2.0131243765354156,2.3949665501713753,[2.0131243765354156, 2.3949665501713753],0.5,False,True,26.240644335294373,42,48.06927451701628,14.179,in_progress,0.0
0,95.0,5.234313996618257,0.2418761377800837,40.67862917523713,3.096480667591095,2.3540691435337067,[3.096480667591095, 2.3540691435337067],0.5,False,True,26.618951089968597,42,48.06927451701628,14.235,in_progress,0.0
0,96.0,5.36749663862038,0.3466988619112096,39.225907099450225,1.5004529803991318,2.354783371090889,[1.5004529803991318, 2.354783371090889],0.5,False,True,26.968754011921327,43,48.06927451701628,14.31,in_progress,0.0
