episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,-1.8984417404601168,-5.964704947294851,-8.774171511730835,-3.964986205101013,1.0028387606143951,[-3.964986205101013, 1.0028387606143951],0.0,False,True,0.2915232377611381,0,48.06927451701628,8.245,prepare,0.0
0,2.0,-1.8985742136812802,-5.96469063976059,-8.773750312884836,-4.2386676371097565,1.009219467639923,[-4.2386676371097565, 1.009219467639923],1.0,False,True,0.29124633439275355,0,48.06927451701628,8.301,in_progress,0.0
0,3.0,-1.8903883822968255,-5.965676236731307,-8.736789460139667,-5.883577913045883,1.199785053730011,[-5.883577913045883, 1.199785053730011],1.0,False,True,0.30838905186824683,0,48.06927451701628,8.367,in_progress,0.0
0,4.0,-1.8678211300115564,-5.971107549452316,-9.211251643393513,-5.736616998910904,1.5733542740345001,[-5.736616998910904, 1.5733542740345001],1.0,False,True,0.35651050496012776,1,48.06927451701628,8.437,in_progress,0.0
0,5.0,-1.8308168806830505,-5.978473157384373,-9.566430832871342,-3.70294913649559,1.4819852709770203,[-3.70294913649559, 1.4819852709770203],1.0,False,True,0.4349280354068283,1,48.06927451701628,8.502,in_progress,0.0
0,6.0,-1.7764548231900168,-5.991428688850172,-10.465656555196745,1.6456914693117142,1.3857951760292053,[1.6456914693117142, 1.3857951760292053],1.0,False,True,0.5508067962234722,1,48.06927451701628,8.569,in_progress,0.0
0,7.0,-1.710579682963065,-6.002634781424445,-10.3275452857703,3.1327591091394424,1.0,[3.1327591091394424, 1.0],1.0,False,True,0.68987029877033,1,48.06927451701628,8.632,in_progress,0.0
0,8.0,-1.6416540150575898,-6.010751602194713,-9.427780344256774,-2.928362265229225,1.5502400696277618,[-2.928362265229225, 1.5502400696277618],1.0,False,True,0.8341355743583835,1,48.06927451701628,8.7,in_progress,0.0
0,9.0,-1.5734621442536072,-6.019266013661259,-8.843578453103433,-3.8240012526512146,1.3673141300678253,[-3.8240012526512146, 1.3673141300678253],1.0,False,True,0.9770223243124898,2,48.06927451701628,8.763,in_progress,0.0
0,10.0,-1.4849553127025195,-6.031383098484657,-8.538870707534121,-4.94338184595108,1.0,[-4.94338184595108, 1.0],1.0,False,True,1.1628229129666177,2,48.06927451701628,8.836,in_progress,0.0
